id_tran,mes,prima,cliente,productos,red
39490,7,162.29,L65899555OE,201H,sucursal2
39491,12,189.11,Z62443315SW,201H,sucursal2
39492,10,207.39,N74588042XW,201H,sucursal2
39493,2,171.87,A64276529IN,201H,sucursal2
39494,5,239.98,G56040312LK,201H,sucursal2
39495,1,210.16,C87541918SD,201H,sucursal2
39496,7,164.91,A77464876XC,201H,sucursal2
39497,8,207.74,N88713800SB,201H,sucursal2
39498,11,188.91,X70676932TA,201H,sucursal2
39499,2,222.57,Z55837661UR,201H,sucursal2
39500,3,479.24,Z81954742HJ,201H,sucursal2
39501,1,275.42,V84921188IA,201H,sucursal2
39502,3,154.53,K85060734MV,201H,sucursal2
39503,12,225.2,R64750887PR,201H,sucursal2
39504,1,194.37,F50742954EG,201H,sucursal2
39505,5,209.82,X70820968DZ,201H,sucursal2
39506,1,237.88,O67306902DT,201H,sucursal2
39507,11,238.24,D78334842BU,201H,sucursal2
39508,9,145.58,O87759057JF,201H,sucursal2
39509,12,244.16,E56845680MV,201H,sucursal2
39510,3,172.84,R55132623CL,201H,sucursal2
39511,5,192.12,D69565968DE,201H,sucursal2
39512,10,189.66,S65733929ME,201H,sucursal2
39513,7,131.36,V53829754JI,201H,sucursal2
39514,2,267.64,J78301461BB,201H,sucursal2
39515,5,257.86,Q61385283LD,201H,sucursal2
39516,11,210.12,W88308107EV,201H,sucursal2
39517,9,222.91,X87997849CJ,201H,sucursal2
39518,4,175.58,T61201942NX,201H,sucursal2
39519,9,213.5,X77888991BY,201H,sucursal2
39520,3,204.35,Y56927720QN,201H,sucursal2
39521,3,183.35,A80180915ZB,201H,sucursal2
39522,7,213.96,O63682195HM,201H,sucursal2
39523,5,197.58,O54044555WV,201H,sucursal2
39524,5,282.96,W60404878PT,201H,sucursal2
39525,1,271.52,R88836981ZN,201H,sucursal2
39526,7,160.05,D80114903LN,201H,sucursal2
39527,5,178.74,H75533472VQ,201H,sucursal2
39528,4,174.49,O65440188LI,201H,sucursal2
39529,3,191.95,O85808115EM,201H,sucursal2
39530,2,181,Q79993585CC,201H,sucursal2
39531,1,245.26,Y62936579ZR,201H,sucursal2
39532,10,407.37,E70769187IL,201H,sucursal2
39533,3,250.66,V87528454DG,201H,sucursal2
39534,3,218.87,J56009992YP,201H,sucursal2
39535,3,189.92,Y88267784PX,201H,sucursal2
39536,7,190.83,C58159669CM,201H,sucursal2
39537,6,180.1,J77349116FU,201H,sucursal2
39538,5,190.03,B75611706MB,201H,sucursal2
39539,2,189.93,D75011202NF,201H,sucursal2
39540,9,212.24,U71111085WN,201H,sucursal2
39541,10,237.93,K88411844WG,201H,sucursal2
39542,9,294.46,J56864755QF,201H,sucursal2
39543,11,190.72,Z75093985VE,201H,sucursal2
39544,12,170.12,P87325310SL,201H,sucursal2
39545,12,202.79,E72744005MK,201H,sucursal2
39546,4,254.46,X84850094DS,201H,sucursal2
39547,4,175.49,F86273640QT,201H,sucursal2
39548,3,211.85,M81926327BO,201H,sucursal2
39549,4,196.28,M64227843IK,201H,sucursal2
39550,3,269.08,V60759812IC,201H,sucursal2
39551,11,263.69,Y58920092KH,201H,sucursal2
39552,3,268.22,P68347571DA,201H,sucursal2
39553,12,168.35,J84424589BN,201H,sucursal2
39554,8,282.88,A85623307BF,201H,sucursal2
39555,5,263.18,Z75140454TJ,201H,sucursal2
39556,1,181.13,L73196822LQ,201H,sucursal2
39557,11,190.81,S67534050XV,201H,sucursal2
39558,9,270.28,O51991732XS,201H,sucursal2
39559,3,167.55,D79066687VU,201H,sucursal2
39560,2,191.85,Y58622994GK,201H,sucursal2
39561,11,221.99,M68817927KN,201H,sucursal2
39562,11,218.2,R57377288NJ,201H,sucursal2
39563,3,290.03,L72625207GG,201H,sucursal2
39564,9,191.34,Z77905065NQ,201H,sucursal2
39565,10,200.46,V84994979PO,201H,sucursal2
39566,4,245.85,A71617126ZV,201H,sucursal2
39567,6,196.5,O54723072WB,201H,sucursal2
39568,2,183.92,K67611182XG,201H,sucursal2
39569,4,156.8,S87762223EC,201H,sucursal2
39570,8,202.14,U53905642HN,201H,sucursal2
39571,10,226.98,Q71256877VP,201H,sucursal2
39572,10,170.68,W68588921GN,201H,sucursal2
39573,3,196,V51239124WF,201H,sucursal2
39574,12,641.13,R50863169EP,201H,sucursal2
39575,12,285.27,G59658280XK,201H,sucursal2
39576,9,141.65,U84574409BR,201H,sucursal2
39577,8,255.36,W67715883HO,201H,sucursal2
39578,6,160.29,E79488939YW,201H,sucursal2
39579,10,199.41,C88031125YZ,201H,sucursal2
39580,5,200.39,L61036546XN,201H,sucursal2
39581,10,249.38,O64114183MO,201H,sucursal2
39582,1,198.72,U75700046NA,201H,sucursal2
39583,10,162.01,F51479326CI,201H,sucursal2
39584,2,235.7,Z86876726LX,201H,sucursal2
39585,4,167.74,V69449635YH,201H,sucursal2
39586,4,197.98,D79962878RG,201H,sucursal2
39587,5,209.08,F75791206YE,201H,sucursal2
39588,3,322.67,U73310090JM,201H,sucursal2
39589,3,376.88,S55340101HB,201H,sucursal2
39590,5,247.2,S76388069IB,201H,sucursal2
39591,11,197.77,G66167431EO,201H,sucursal2
39592,3,197.73,J59265347DU,201H,sucursal2
39593,2,177.41,W82156350SV,201H,sucursal2
39594,2,467.59,Q59979828LN,201H,sucursal2
39595,3,185.44,D82858639TA,201H,sucursal2
39596,2,190.83,H87390694OI,201H,sucursal2
39597,1,212.05,G83024843JJ,201H,sucursal2
39598,10,191.13,F57584350GY,201H,sucursal2
39599,2,248.52,H57320569SB,201H,sucursal2
39600,3,191.13,L51213730NN,201H,sucursal2
39601,3,201.22,G70618995JO,201H,sucursal2
39602,2,189.31,T65686032BZ,201H,sucursal2
39603,2,189.86,Z81943753TQ,201H,sucursal2
39604,3,216.71,C87850078DM,201H,sucursal2
39605,3,184.72,G80750059IB,201H,sucursal2
39606,11,175.9,O53582005IX,201H,sucursal2
39607,10,225.21,C73217801FB,201H,sucursal2
39608,9,259.05,C71235276ZO,201H,sucursal2
39609,11,206.45,I57377103YK,201H,sucursal2
39610,6,161.12,E58835545ZB,201H,sucursal2
39611,3,173.24,B71418171GU,201H,sucursal2
39612,3,222.96,C82241880KC,201H,sucursal2
39613,10,243.88,X77320019LB,201H,sucursal2
39614,1,247.43,B59345757XF,201H,sucursal2
39615,11,221.32,D75598185HY,201H,sucursal2
39616,9,182.49,N71672502WN,201H,sucursal2
39617,11,248.93,M79305961BO,201H,sucursal2
39618,5,221.95,W68287108DW,201H,sucursal2
39619,5,194.13,F86343827LG,201H,sucursal2
39620,9,748.4,A75966684WM,201H,sucursal2
39621,12,233.22,M86103646SV,201H,sucursal2
39622,2,169.07,U61551957UA,201H,sucursal2
39623,5,210.94,R88516322JO,201H,sucursal2
39624,4,209.41,P61349374ZY,201H,sucursal2
39625,3,190.55,F74068152CH,201H,sucursal2
39626,4,169.62,Z88190739BF,201H,sucursal2
39627,4,215.07,A64172912CY,201H,sucursal2
39628,6,203.57,F61759987VT,201H,sucursal2
39629,2,177.84,D51971642BB,201H,sucursal2
39630,11,252.17,A85637329YP,201H,sucursal2
39631,3,226.98,S60226184FF,201H,sucursal2
39632,8,179.12,H68535432QS,201H,sucursal2
39633,2,299.25,B60501723DK,201H,sucursal2
39634,4,202.89,C84726561AY,201H,sucursal2
39635,1,210.59,U85646343TT,201H,sucursal2
39636,5,260.85,C51439567VB,201H,sucursal2
39637,1,188.29,Q55568430NA,201H,sucursal2
39638,3,265.73,P87860717TS,201H,sucursal2
39639,10,276.62,A81425731SE,201H,sucursal2
39640,1,200.38,K82640169PF,201H,sucursal2
39641,1,170.52,B74531035SH,201H,sucursal2
39642,3,163.34,G74330790DE,201H,sucursal2
39643,5,222.14,N57683005GZ,201H,sucursal2
39644,1,220.21,C65405091JK,201H,sucursal2
39645,5,239.38,R65061031BI,201H,sucursal2
39646,10,249.7,F87714008WU,201H,sucursal2
39647,5,258.06,Q68194677BX,201H,sucursal2
39648,12,201.82,E58060645FI,201H,sucursal2
39649,11,409.72,C51155561GT,201H,sucursal2
39650,1,225.31,V76567435LS,201H,sucursal2
39651,4,187.56,C69980520BU,201H,sucursal2
39652,9,166.09,P58624939AW,201H,sucursal2
39653,11,253.01,T57188368DK,201H,sucursal2
39654,11,187.14,J57721553VU,201H,sucursal2
39655,10,216.43,K58516638OI,201H,sucursal2
39656,9,178.57,M56389722RO,201H,sucursal2
39657,6,180.77,O58410696PE,201H,sucursal2
39658,12,222.57,R87727107OV,201H,sucursal2
39659,4,169.72,R67136191QN,201H,sucursal2
39660,10,267.4,B74588032QE,201H,sucursal2
39661,11,243.12,H67685073OA,201H,sucursal2
39662,12,241.25,R88475365EK,201H,sucursal2
39663,2,396.19,Q63250026PX,201H,sucursal2
39664,4,227.77,G58391743IM,201H,sucursal2
39665,3,180.09,W60318295VT,201H,sucursal2
39666,6,215.39,U55544410YB,201H,sucursal2
39667,3,221.39,J53247157WL,201H,sucursal2
39668,5,404.71,B88811424XA,201H,sucursal2
39669,1,220.85,L88891089SM,201H,sucursal2
39670,6,338.6,O81287856UM,201H,sucursal2
39671,3,378.66,N51866215DZ,201H,sucursal2
39672,4,181.18,O81547720AP,201H,sucursal2
39673,3,225.44,P79891446EP,201H,sucursal2
39674,10,170.77,P50819725EZ,201H,sucursal2
39675,2,193.99,X78891302YG,201H,sucursal2
39676,10,219.58,K61609397XS,201H,sucursal2
39677,3,188.65,G55987979LN,201H,sucursal2
39678,11,374.16,E67700629YR,201H,sucursal2
39679,8,147.86,O79810253PQ,201H,sucursal2
39680,2,253.73,S81032171DM,201H,sucursal2
39681,4,186.95,Y64171983YK,201H,sucursal2
39682,4,174.48,C54497983MK,201H,sucursal2
39683,7,202.51,U85323451OV,201H,sucursal2
39684,1,180.51,R54028275ZQ,201H,sucursal2
39685,11,196.93,J66784809RC,201H,sucursal2
39686,6,192.78,B72029168QA,201H,sucursal2
39687,5,237.31,Y87641886RX,201H,sucursal2
39688,9,206.4,L53568185XS,201H,sucursal2
39689,9,235.55,O81761895HB,201H,sucursal2
39690,2,207.92,T76448360MI,201H,sucursal2
39691,6,173.64,D74682385QT,201H,sucursal2
39692,2,238.85,M75549884WO,201H,sucursal2
39693,4,359.89,E54401838WP,201H,sucursal2
39694,2,296.74,X76109452ML,201H,sucursal2
39695,2,180.51,G79876527IJ,201H,sucursal2
39696,12,226.3,M80746870NV,201H,sucursal2
39697,6,167.79,F63024494ZY,201H,sucursal2
39698,12,181.25,G64103613DT,201H,sucursal2
39699,12,188.37,D53831845RB,201H,sucursal2
39700,11,178.88,G78498851MV,201H,sucursal2
39701,1,160.84,Y54268637LQ,201H,sucursal2
39702,2,259.26,P82941700ZB,201H,sucursal2
39703,10,176.23,D57836819IZ,201H,sucursal2
39704,10,332.52,R63045135LZ,201H,sucursal2
39705,3,193.32,H82997364GM,201H,sucursal2
39706,2,189.67,L83800549BA,201H,sucursal2
39707,3,178.37,X80674657MD,201H,sucursal2
39708,11,199.94,T72286015WA,201H,sucursal2
39709,10,149.74,V61296432HJ,201H,sucursal2
39710,12,201.82,U58445625RC,201H,sucursal2
39711,9,212.32,G63293862VQ,201H,sucursal2
39712,6,187.76,Z84981190GB,201H,sucursal2
39713,12,183.08,O56061319IM,201H,sucursal2
39714,11,168.34,N54420738NE,201H,sucursal2
39715,4,161.86,H50364721CO,201H,sucursal2
39716,3,174.01,N86785512RS,201H,sucursal2
39717,3,193.45,G69181813NE,201H,sucursal2
39718,9,338.86,J52969434DO,201H,sucursal2
39719,12,205.15,E74244364VX,201H,sucursal2
39720,6,362.54,D64591899JC,201H,sucursal2
39721,11,201.5,P52508022DV,201H,sucursal2
39722,8,203.17,H73091467DN,201H,sucursal2
39723,8,209.22,X70141063ZA,201H,sucursal2
39724,12,294.93,K81986736VH,201H,sucursal2
39725,7,194.4,Z66537711JU,201H,sucursal2
39726,2,257.38,O65805275XN,201H,sucursal2
39727,3,390,M58241109UI,201H,sucursal2
39728,12,165.94,S85224307PJ,201H,sucursal2
39729,3,217.83,L53140430VD,201H,sucursal2
39730,3,170.88,C72625916EP,201H,sucursal2
39731,3,245.5,O61197640WQ,201H,sucursal2
39732,12,185.35,D85091736JV,201H,sucursal2
39733,4,209.56,Z64779587MO,201H,sucursal2
39734,12,190.41,Q86387217KR,201H,sucursal2
39735,5,173.58,D64376416XI,201H,sucursal2
39736,11,181.18,T67545263AL,201H,sucursal2
39737,3,206.01,Y77457385BI,201H,sucursal2
39738,12,155.17,X74627725AM,201H,sucursal2
39739,2,284.03,Z60107730IM,201H,sucursal2
39740,10,180.56,Z84309227CO,201H,sucursal2
39741,4,207.64,F76344937EZ,201H,sucursal2
39742,12,172.15,U71153859AS,201H,sucursal2
39743,6,182.91,Z65210347YP,201H,sucursal2
39744,5,198.29,T71181578HH,201H,sucursal2
39745,12,418.6,T70783957JV,201H,sucursal2
39746,11,193.39,Y77197954HB,201H,sucursal2
39747,4,247.07,Q56373422YE,201H,sucursal2
39748,5,250.1,M66602031AK,201H,sucursal2
39749,2,186.9,K53163794XA,201H,sucursal2
39750,9,287.69,M88526060PN,201H,sucursal2
39751,10,218.02,N59645239GY,201H,sucursal2
39752,1,211.98,X65529301IO,201H,sucursal2
39753,12,201.2,V65318133ER,201H,sucursal2
39754,10,182.92,P74999092BU,201H,sucursal2
39755,1,241.63,W73612727AH,201H,sucursal2
39756,5,320.43,V71901021IT,201H,sucursal2
39757,12,300.1,O57190246IR,201H,sucursal2
39758,5,292.84,N82894063KG,201H,sucursal3
39759,12,224.89,O51168582OZ,201H,sucursal3
39760,4,364.08,H66972287NR,201H,sucursal3
39761,5,230.97,Q56381953QS,201H,sucursal3
39762,3,368.78,A86113733FJ,201H,sucursal3
39763,12,151.14,V56828113IW,201H,sucursal3
39764,2,289.08,A57108696OT,201H,sucursal3
39765,2,181.13,R52127764TV,201H,sucursal3
39766,10,451.95,K80599874QP,201H,sucursal3
39767,1,585,T84717885LO,201H,sucursal3
39768,10,201.09,G81489297GM,201H,sucursal3
39769,3,158.66,Q64460465FM,201H,sucursal3
39770,11,160.57,M78370318HK,201H,sucursal3
39771,11,184.96,B60630925PJ,201H,sucursal3
39772,3,207.25,Q57968204QY,201H,sucursal3
39773,9,272.24,G77706016DX,201H,sucursal3
39774,12,191.92,R76370126NF,201H,sucursal3
39775,11,134.94,G62773783FX,201H,sucursal3
39776,1,273.65,F87196247VV,201H,sucursal3
39777,3,167.16,G81776853DN,201H,sucursal3
39778,2,180.05,K65639139SJ,201H,sucursal3
39779,1,181.1,P53329748BJ,201H,sucursal3
39780,10,177.07,S81194082HX,201H,sucursal3
39781,9,179.25,U67726642PK,201H,sucursal3
39782,9,174.97,K68650915EC,201H,sucursal3
39783,3,230.32,S54801730EL,201H,sucursal3
39784,1,226.12,Y84540720HL,201H,sucursal3
39785,8,177.01,Z87108131UM,201H,sucursal3
39786,9,201.18,G61939149GX,201H,sucursal3
39787,1,169.93,V60028522QS,201H,sucursal3
39788,10,204.47,B86411654KL,201H,sucursal3
39789,5,240.26,H65721174NC,201H,sucursal3
39790,8,184.31,S74405669VW,201H,sucursal3
39791,10,248.92,C54307683DW,201H,sucursal3
39792,2,234.04,Y51097840QS,201H,sucursal3
39793,6,218.4,T70444877QK,201H,sucursal3
39794,12,341.33,R87584405YR,201H,sucursal3
39795,2,176.85,G53748156YY,201H,sucursal3
39796,12,222.36,Z81377294ZD,201H,sucursal3
39797,7,189.68,M69418177RM,201H,sucursal3
39798,9,196.18,E80740907SA,201H,sucursal3
39799,10,215.21,S82513873RR,201H,sucursal3
39800,2,205.03,U67832055ZE,201H,sucursal3
39801,3,171.08,D84246953GX,201H,sucursal3
39802,4,233.9,V83221300XS,201H,sucursal3
39803,3,194.67,C87294686ME,201H,sucursal3
39804,9,172.53,N72289450YS,201H,sucursal3
39805,3,272.53,R85827265NP,201H,sucursal3
39806,9,306.38,L68323835TI,201H,sucursal3
39807,8,177.35,R64456114DA,201H,sucursal3
39808,11,245.49,T60230557GW,201H,sucursal3
39809,10,214.11,N60648203YQ,201H,sucursal3
39810,11,196.39,E51833438US,201H,sucursal3
39811,3,181.49,S86814448TT,201H,sucursal3
39812,5,190.79,G70698885SZ,201H,sucursal3
39813,3,293.51,Z71748009HD,201H,sucursal3
39814,2,195.94,Q53682282GJ,201H,sucursal3
39815,3,190.24,N66292038QV,201H,sucursal3
39816,1,211.16,P63405285YO,201H,sucursal3
39817,12,278.69,F82579700LK,201H,sucursal3
39818,10,170.7,D76003551CW,201H,sucursal3
39819,3,183.46,R70695282MS,201H,sucursal3
39820,2,194.29,M65693078GY,201H,sucursal3
39821,1,270.07,J51344422ZI,201H,sucursal3
39822,10,220.62,P63185056WT,201H,sucursal3
39823,9,261.58,C88403943TF,201H,sucursal3
39824,11,162.75,W60619770IG,201H,sucursal3
39825,2,225.77,W74578166LA,201H,sucursal3
39826,3,167.01,T50817837QO,201H,sucursal3
39827,6,185.7,H75671125RV,201H,sucursal3
39828,9,214.21,K52521085KY,201H,sucursal3
39829,12,279.3,L84912498OO,201H,sucursal3
39830,1,246.82,C66590667CS,201H,sucursal3
39831,2,210.25,U73945827HY,201H,sucursal3
39832,1,182.99,G73713531MB,201H,sucursal3
39833,1,177.61,S73049110YV,201H,sucursal3
39834,3,218.44,E83651769FF,201H,sucursal3
39835,7,170.73,R83372136PK,201H,sucursal3
39836,11,242.11,Q52483322FQ,201H,sucursal3
39837,3,402.2,U65039883PI,201H,sucursal3
39838,12,219.1,X75471775JV,201H,sucursal3
39839,10,171.75,J56982317XZ,201H,sucursal3
39840,2,191.27,A72979191EZ,201H,sucursal3
39841,3,200,R68983913QJ,201H,sucursal3
39842,2,204.48,S70158927CE,201H,sucursal3
39843,8,199.65,B60482455BL,201H,sucursal3
39844,10,242.26,T72195019CL,201H,sucursal3
39845,1,186.36,I76133014NE,201H,sucursal3
39846,2,171.36,G83242891HH,201H,sucursal3
39847,9,191.54,G54794440GM,201H,sucursal3
39848,3,322.84,Q54951073TU,201H,sucursal3
39849,2,194.58,E56344387YN,201H,sucursal3
39850,7,172.03,M50540820EX,201H,sucursal3
39851,4,198.86,I65461285HJ,201H,sucursal3
39852,9,196.82,G62021933FQ,201H,sucursal3
39853,10,198.96,P82365738UP,201H,sucursal3
39854,11,227.86,K62903601PD,201H,sucursal3
39855,8,263.39,K67394394WT,201H,sucursal3
39856,12,184.74,K53294235US,201H,sucursal3
39857,2,201.3,O52406576QJ,201H,sucursal3
39858,3,207.86,Y86995332UA,201H,sucursal3
39859,7,227.97,X84877677MF,201H,sucursal3
39860,4,310.47,I75654466CX,201H,sucursal3
39861,12,185.43,P76680621ME,201H,sucursal3
39862,3,281.92,J75251053XR,201H,sucursal3
39863,2,293.06,L59241808IZ,201H,sucursal3
39864,4,271.86,J88730653ZQ,201H,sucursal3
39865,7,1078.47,D64105273DI,201H,sucursal3
39866,11,282.56,N70805519TT,201H,sucursal3
39867,1,171.89,W80676631ZV,201H,sucursal3
39868,2,229.46,X69152775UW,201H,sucursal3
39869,4,183.18,M58120994ZK,201H,sucursal3
39870,6,222.65,N55320996IV,201H,sucursal3
39871,12,299.78,V68633889DZ,201H,sucursal3
39872,8,246.31,I62432529LS,201H,sucursal3
39873,11,147.46,K72570874XC,201H,sucursal3
39874,1,197.42,H56844771QE,201H,sucursal3
39875,8,216.48,M59536098BG,201H,sucursal3
39876,9,223.17,Z81348502KS,201H,sucursal3
39877,7,166.03,J80685197EF,201H,sucursal3
39878,7,199.96,M76623763RY,201H,sucursal3
39879,9,197.07,H60751806WF,201H,sucursal3
39880,8,201.51,U71298062WI,201H,sucursal3
39881,2,497.84,V79137418UR,201H,sucursal3
39882,5,212.81,S75643693RU,201H,sucursal3
39883,12,253.83,X81730734MJ,201H,sucursal3
39884,2,234.71,F68595823LW,201H,sucursal3
39885,9,204.57,S51716165MK,201H,sucursal3
39886,12,293.16,G64389908MB,201H,sucursal3
39887,7,178.94,A77996543MR,201H,sucursal3
39888,2,201.6,J60127631DO,201H,sucursal3
39889,8,170.92,S62222602SP,201H,sucursal3
39890,1,193.82,C72580718OR,201H,sucursal3
39891,12,162.7,G56947326KP,201H,sucursal3
39892,12,251.81,V86086893LA,201H,sucursal3
39893,6,194.18,Q65564062ZX,201H,sucursal3
39894,3,166.13,J73392915FI,201H,sucursal3
39895,6,188.73,T62281583BX,201H,sucursal3
39896,7,242.82,N59914997TP,201H,sucursal3
39897,8,250.96,I74368172XU,201H,sucursal3
39898,1,226.69,F85705136YC,201H,sucursal3
39899,2,173.5,N52409248EN,201H,sucursal3
39900,6,170.52,K86940451KT,201H,sucursal3
39901,9,219.32,F85533755CH,201H,sucursal3
39902,7,193.11,U85208052GT,201H,sucursal3
39903,11,182.62,F50782949NH,201H,sucursal3
39904,12,310.98,N74832419JP,201H,sucursal3
39905,11,315.91,X64708451XJ,201H,sucursal3
39906,10,202.89,N82481752KS,201H,sucursal3
39907,1,199.59,V86115022WA,201H,sucursal3
39908,10,196.25,E78102218HN,201H,sucursal3
39909,1,220.57,T72334362XW,201H,sucursal3
39910,10,186.8,R70371551BP,201H,sucursal3
39911,12,168.26,K56193608RD,201H,sucursal3
39912,1,185.39,U60048139YT,201H,sucursal3
39913,1,180.95,L55946573ED,201H,sucursal3
39914,5,199,R87101558TC,201H,sucursal3
39915,3,191.47,Z70293891SW,201H,sucursal3
39916,5,195.61,M73027487GB,201H,sucursal3
39917,3,172.42,T59343255WZ,201H,sucursal3
39918,5,225.53,M57068792JN,201H,sucursal3
39919,2,293.37,T54719862NW,201H,sucursal3
39920,2,345.52,R67431738UJ,201H,sucursal3
39921,2,182.15,R72244731XY,201H,sucursal3
39922,10,182.92,V68228182HW,201H,sucursal3
39923,3,200.83,R82644017NG,201H,sucursal3
39924,2,190.31,M69175143KD,201H,sucursal3
39925,2,336.86,P83088949UW,201H,sucursal3
39926,6,171.1,B76735251XD,201H,sucursal3
39927,1,182.5,Q55549058IM,201H,sucursal3
39928,9,175.53,H56758398AI,201H,sucursal3
39929,6,163.35,O56015987ND,201H,sucursal3
39930,1,351.28,S83615666AY,201H,sucursal3
39931,3,197.91,Q51756642FC,201H,sucursal3
39932,10,325.85,F67498235LU,201H,sucursal3
39933,2,217.1,P72247935XP,201H,sucursal3
39934,9,192.94,W63535932KM,201H,sucursal3
39935,1,171.31,Q77030939SU,201H,sucursal3
39936,3,192.62,Y74100014OI,201H,sucursal3
39937,12,203.5,O56537817NJ,201H,sucursal3
39938,9,183.69,D74477050ZA,201H,sucursal3
39939,11,196,S81022329SI,201H,sucursal3
39940,12,187.98,T74486842AJ,201H,sucursal3
39941,10,185.14,H57247041AK,201H,sucursal3
39942,8,282.48,Q74195675XP,201H,sucursal3
39943,1,175.19,D79715926YC,201H,sucursal3
39944,1,177.94,H60224928CD,201H,sucursal3
39945,12,193.94,A54414655CD,201H,sucursal3
39946,6,226.16,J56718722VT,201H,sucursal3
39947,2,190.86,H52776653LF,201H,sucursal3
39948,12,257.36,F69147654YQ,201H,sucursal3
39949,6,191.05,L65014451WM,201H,sucursal3
39950,8,223.09,A66236214UH,201H,sucursal3
39951,7,184.3,B76584444KM,201H,sucursal3
39952,10,178.72,A81422359SX,201H,sucursal3
39953,12,165.76,C87741307UC,201H,sucursal3
39954,12,206.53,Y63918907HU,201H,sucursal3
39955,1,236.89,L88639795BA,201H,sucursal3
39956,1,204.03,J66070961GY,201H,sucursal3
39957,6,198.53,B75977892GD,201H,sucursal3
39958,5,176.77,B80364141UH,201H,sucursal3
39959,2,160.65,D79505531OL,201H,sucursal3
39960,2,333.16,H51236354IR,201H,sucursal3
39961,3,182.46,N56040175DF,201H,sucursal3
39962,10,226.16,N73658777JT,201H,sucursal3
39963,10,196.26,E57857657TB,201H,sucursal3
39964,2,237.95,E88918243RO,201H,sucursal3
39965,10,241.16,J68667998MN,201H,sucursal3
39966,8,179.73,Z80972921JW,201H,sucursal3
39967,5,325.43,H60148809WS,201H,sucursal3
39968,2,407.19,W71286849BE,201H,sucursal3
39969,11,191.46,W76015024OE,201H,sucursal3
39970,2,190.1,E63092673RS,201H,sucursal3
39971,12,256.41,Y77799910LW,201H,sucursal3
39972,7,159,I84485546WO,201H,sucursal3
39973,12,201.89,L70220002VJ,201H,sucursal3
39974,2,167.81,I81054882EJ,201H,sucursal3
39975,11,196.28,R56250527DK,201H,sucursal3
39976,2,190.2,L75798768ZD,201H,sucursal3
39977,5,158.74,F82424753CY,201H,sucursal3
39978,10,171.5,W60930853ED,201H,sucursal3
39979,4,188.33,Z88384238FE,201H,sucursal3
39980,6,177.6,R78508811OM,201H,sucursal3
39981,5,219.45,A81642908TS,201H,sucursal3
39982,1,307.21,U61193433TY,201H,sucursal3
39983,12,226.58,A87847367LV,201H,sucursal3
39984,11,203.68,O50377585MI,201H,sucursal3
39985,10,378.64,Y61081114UO,201H,sucursal3
39986,8,294.65,F53429196VY,201H,sucursal3
39987,1,194.19,T87994985LO,201H,sucursal3
39988,2,281.98,E64820604ZQ,201H,sucursal3
39989,12,202.23,T50998203ZL,201H,sucursal3
39990,7,244.46,P88544388FV,201H,sucursal3
39991,12,189.83,P87731030RZ,201H,sucursal3
39992,2,201.79,B77293949IH,201H,sucursal3
39993,9,220.26,Z54451913IG,201H,sucursal3
39994,3,200.04,L86846928LQ,201H,sucursal3
39995,11,159.11,O64958394AS,201H,sucursal3
39996,11,240.17,U76672393HD,201H,sucursal3
39997,2,191,Y78776165HA,201H,sucursal3
39998,10,186.56,G85906995ET,201H,sucursal3
39999,8,239.23,W61216371AE,201H,sucursal3
40000,11,255.81,D86107530LO,201H,sucursal3
40001,1,190.65,I61458327NR,201H,sucursal3
40002,4,242.89,I67172278RW,201H,sucursal3
40003,12,177,W84242383ZN,201H,sucursal3
40004,2,177.82,Z58413632SP,201H,sucursal3
40005,1,204.24,E72547529SI,201H,sucursal3
40006,1,179.65,C86238227FS,201H,sucursal3
40007,6,197.04,G57652674BA,201H,sucursal3
40008,7,393.2,T69834123RP,201H,sucursal3
40009,8,188.63,O50352039PV,201H,sucursal3
40010,9,281.19,F84210668QX,201H,sucursal3
40011,2,321.36,E59022032ZY,201H,sucursal3
40012,12,186.98,V85590800RH,201H,sucursal3
40013,11,195.81,Y54408814UO,201H,sucursal3
40014,2,194.06,S55628231EY,201H,sucursal3
40015,7,171.74,O85544668SU,201H,sucursal3
40016,10,191.57,J82173720KK,201H,sucursal3
40017,1,218.05,X54971269JC,201H,sucursal3
40018,6,158.85,S63940559OM,201H,sucursal3
40019,7,221.68,N57103272HF,201H,sucursal3
40020,10,323.45,C54352527YP,201H,sucursal3
40021,5,160.85,V74495762QN,201H,sucursal3
40022,5,159.3,U85028486IK,201H,sucursal3
40023,9,340.9,T67183186KT,201H,sucursal3
40024,12,171.6,S51733403HW,201H,sucursal3
40025,3,275.06,G75732541NN,201H,sucursal3
40026,2,179.84,C74634206WK,201H,sucursal3
40027,3,156.87,D86820458JR,201H,sucursal3
40028,3,267.47,S80387514TQ,201H,sucursal3
40029,11,168.01,P86085110GV,201H,sucursal3
40030,2,254.46,H77651306YB,201H,sucursal3
40031,4,342.94,D62479644KG,201H,sucursal3
40032,1,201.61,A50867902GP,201H,sucursal3
40033,12,198.81,Z74284922QZ,201H,sucursal3
40034,12,267.95,X76006766VA,201H,sucursal3
40035,5,285.3,U52606960JQ,201H,sucursal3
40036,6,184.95,R74661714BK,201H,sucursal3
40037,9,183.12,W69189197OW,201H,sucursal3
40038,12,202.86,N53579674CB,201H,sucursal3
40039,2,154.68,M76341512YG,201H,sucursal3
40040,9,178.02,C80044744LY,201H,sucursal3
40041,9,314.39,C63642278DJ,201H,sucursal3
40042,1,268.7,R65752829IK,201H,sucursal3
40043,3,162.57,X68729149HS,201H,sucursal3
